,show_id,title,country,release_year,is_adult,duration,description
1825,s2781,Curtiz,Hungary,2018,TV-MA,99,"Driven and arrogant, film director Michael Curtiz deals with studio politics and family drama during the troubled production of ""Casablanca"" in 1942."
1826,s2782,The Occupant,Spain,2020,TV-MA,104,An unemployed advertising executive begins stalking the new tenants of his former home and his motives toward the family turn sinister.
1827,s2783,Tom Segura: Ball Hog,United States,2020,TV-MA,70,"Tom Segura scores laughs with uncomfortably candid stories about mothers, fathers, following your dreams — and other things you'd rather not think about."
1828,s2787,A Life of Speed: The Juan Manuel Fangio Story,Argentina,2020,TV-14,93,"Juan Manuel Fangio was the Formula One king, winning five world championships in the early 1950s — before protective gear or safety features were used."
1829,s2790,El silencio es bienvenido,Mexico,2017,TV-14,95,"As a teen languishes during a spiritless road trip, she learns of the troubles in her parents' marriage as a crisis in her country looms."
1830,s2797,Ultras,Italy,2020,TV-MA,109,An aging soccer fanatic faces down the reality of his past while struggling to give himself and a young follower very different futures.
1831,s2799,3022,United States,2019,R,91,"Stranded when the Earth is suddenly destroyed in a mysterious cataclysm, the astronauts aboard a marooned space station slowly lose their minds."
1832,s2800,Altered Carbon: Resleeved,Japan,2020,TV-MA,75,"On the planet Latimer, Takeshi Kovacs must protect a tattooist while investigating the death of a yakuza boss alongside a no-nonsense CTAC."
1833,s2801,Masameer - The Movie,Saudi Arabia,2020,TV-14,100,A young girl passionate about AI sets out to make an impact as three friends become crime-fighting superheroes. Based on the hit animated web series.
1834,s2802,AllI Wish,United States,2017,R,95,"Over a series of birthdays, a happy-go-lucky, commitment-averse fashion designer strives to bring a bit of calm to her chaotic love life."
1835,s2804,Lu Over the Wall,Japan,2017,PG,113,Middle schooler Kai's depressing life in a boring fishing village changes drastically when a local mermaid named Lu joins his band.
1836,s2806,XV: Beyond the Tryline,United Kingdom,2016,TV-14,91,"Set against the 2015 Rugby World Cup, this documentary captures the allure of rugby as told by fans, players and others who have touched the game."
1837,s2807,Bert Kreischer: Hey Big Boy,United States,2020,TV-MA,62,"Ever the stand-up party animal, comic Bert Kreischer riffs on parenting and family life, being a gun and pet owner, his dad discovering pot, and more."
1838,s2810,Search Party,United States,2014,R,93,"Two guys hope to reunite their friend with his runaway bride, unaware that he's been carjacked, stripped and stranded in the Mexican desert."
1839,s2811,Bypass Road,India,2019,TV-14,135,"On the night his ex-lover mysteriously dies, a top fashion designer has a serious accident, raising questions on whether the incidents are linked."
1840,s2812,Digs & Discoveries: All Track's Lead to Rome,Not Available,2019,TV-Y,23,"After being introduced to Italy's ancient history, Thomas sets out to prove his expertise until his curiosity lands him in trouble in an old mine."
1841,s2813,Digs & Discoveries: Mines of Mystery,Not Available,2019,TV-Y,23,"Amidst Italy's ancient sites and hidden treasures, Thomas is inspired to make his own special discovery, sending him on a journey to find a lost legend."
1842,s2815,Steam Team to the Rescue,Not Available,2019,TV-Y,23,Thomas and the steam trains spring into action when Porter and the diesel engines run into a series of accidents that throw their deliveries off track.
1843,s2816,Jai Mummy Di,India,2020,TV-MA,101,"Sick of keeping their love a secret from their constantly bickering mothers, a young couple seeks to uncover the cause of the women’s longstanding war."
1844,s2818,Baby Mamas,South Africa,2018,TV-14,98,"From surprise news to relationship blues, four coworkers in different stages of motherhood unite to support each other in their struggles with men."
1845,s2820,Go Karts,Australia,2020,TV-PG,103,"A fearless teen leans into the rush of high-speed go-kart racing, backed by good friends — and a surly ex-driver who becomes his coach."
1846,s2821,Justine,United States,2019,TV-MA,106,"A widowed, single mom takes a job caring for a young girl with spina bifida, and the two discover they have more in common than they realized."
1847,s2823,Lost Girls,United States,2020,R,95,"Desperate to find her missing daughter, a mother fights to uncover the truth — and helps expose a string of unsolved murders. Based on a true story."
1848,s2824,Miracle in Cell No. 7,Turkey,2019,TV-14,132,"Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child."
1849,s2829,Carmen Sandiego: To Steal or Not to Steal,Canada,2020,TV-Y7,82,"You drive the action in this interactive adventure, helping Carmen save Ivy and Zack when V.I.L.E. captures them during a heist in Shanghai."
1850,s2830,Marc Maron: End Times Fun,United States,2020,TV-MA,71,"Marc Maron wades through a swamp of vitamin hustlers, evangelicals and grown male nerd children, culminating in a gleefully filthy end-times fantasy."
1851,s2831,Sitara: Let Girls Dream,Pakistan,2020,TV-PG,16,"In this silent short set in 1970s Pakistan, 14-year-old Pari longs to be a pilot, unaware that her father plans to marry her off to a much older man."
1852,s2832,Alakada Reloaded,Not Available,2017,TV-MA,104,"To cope with her feelings of inferiority, a woman from an impoverished family tells tall tales of her wealth and influence to upgrade her social status."
1853,s2833,All About Love,South Africa,2017,TV-MA,79,An inseparable couple struggles to stay together when betrayal threatens to tear their lives apart.
1854,s2834,Guilty,India,2020,TV-MA,120,"When a college heartthrob is accused of rape by a less popular student, his girlfriend navigates various versions of the story in search of the truth."
1855,s2835,I am Jonas,France,2019,TV-MA,82,"A turbulent past haunts Jonas, who recalls his teenage love affair with the impulsive, twisted and yet irresistible Nathan."
1856,s2836,Miles Davis: Birth of the Cool,United States,2019,TV-MA,115,Unpack the mythology of Miles Davis and learn the true story of a jazz legend with never-before-seen footage and celebrity interviews.
1857,s2837,Spenser Confidential,United States,2020,R,111,"Spenser, an ex-cop and ex-con, teams up with aspiring fighter Hawk to uncover a sinister conspiracy tied to the deaths of two Boston police officers."
1858,s2838,Twin Murders: the Silence of the White City,Spain,2020,TV-MA,110,A detective returns to Vitoria-Gasteiz to solve murders mimicking those allegedly committed by a serial killer who's about to be released from prison.
1859,s2840,93 Days,Nigeria,2016,TV-PG,121,Heroic health workers fight to contain an Ebola outbreak when a patient arrives in Lagos with symptoms of the deadly virus. Based on a true story.
1860,s2841,Angu Vaikuntapurathu (Malayalam),Not Available,2020,TV-14,162,"After growing up enduring criticism from his father, a young man finds his world shaken upon learning he was switched at birth with a millionaire’s son."
1861,s2843,Tootsies & The Fake,Thailand,2019,TV-MA,108,"After knocking a celebrity unconscious before a huge job, a bumbling pack of pals tries to avoid a lawsuit by replacing her with a look-alike."
1862,s2844,Aurora,Romania,2010,TV-MA,186,"42-year-old Viorel, a distraught engineer, takes drastic measures to end his emotional suffering after enduring a devastating divorce."
1863,s2845,Lil Peep: Everybody’s Everything,United States,2019,TV-MA,116,"This intimate portrait depicts the rise of artist Lil Peep, whose genre-bending music attracted a massive following and ultimately defined his life."
1864,s2846,The Death of Mr. Lazarescu,Romania,2005,R,154,"The plot of Romanian director Cristi Puiu's real-time drama is simple, following the travails of an ailing old man who waits for his illness to overtake him as a weary paramedic shuttles him between hospitals."
1865,s2848,Freaks,United States,2018,R,105,"Hidden away by her eccentric father, a mysterious young girl uncovers frightening truths when she starts to make contact with the outside world."
1866,s2849,Luccas Neto in: The End of Christmas,Brazil,2019,TV-Y,71,"To save Christmas, Luccas and Gi head to the North Pole and are recruited by Santa Claus to find all the gifts that have mysteriously disappeared."
1867,s2850,Taylor Tomlinson: Quarter-Life Crisis,United States,2020,TV-MA,61,"She's halfway through her 20s — and she's over it. Too old to party, too young to settle down, comedian Taylor Tomlinson takes aim at her life choices."
1868,s2851,The Last Bomb of the Second World War,India,2019,TV-14,133,A piece of unexploded ordnance wreaks havoc on the lives of a scrapyard worker whose truck it falls into and an anti-war activist who's hunting for it.
1869,s2852,Uncovered,South Africa,2019,TV-MA,98,"To solve her sister's murder, a corporate protégé assumes her sibling's investigation into a mining conspiracy that could implicate her own boss."
1870,s2853,W.E.,United Kingdom,2011,R,119,"This glossy ensemble drama juxtaposes the lives of famous divorcée Wallis Simpson and Wally Winthrop, a young 1990s housewife."
1871,s2854,Fat Ballerina - David A. Arnold,United States,2020,TV-MA,61,"Finally comfortable in his skin, seasoned comic David A. Arnold shares his talent for doing nothing, how he's petty and why divorce saves marriages."
1872,s2857,Bhangra Paa Le,India,2019,TV-14,130,"Determined to bring traditional bhangra to the world stage, a dancer preps for an international competition against a rival with dreams of her own."
1873,s2859,Calico Critters: Everyone's Big Dream Flying in the Sky,Not Available,2019,TV-Y,11,"In the Hazelnut Chipmunk Family, Dominic is a little boy who loves to play, but a big moment will make him more grown-up on one memorable day."
1874,s2860,Frank & Lola,United States,2016,TV-MA,87,A talented Las Vegas chef falls in love with an aspiring fashion designer but turns violently jealous when he realizes that she's hiding dark secrets.
1875,s2861,Hugo,United Kingdom,2011,PG,127,"Living inside a Paris train station, an orphan eludes the rigid stationmaster, meets a legendary filmmaker and finds the key to unlocking his destiny."
1876,s2862,Ordinary World,United States,2016,TV-14,87,A suburban dad having a midlife crisis throws a lavish 40th birthday party to celebrate his punk-rock past but discovers it's not easy going back.
1877,s2863,"Pop, Lock 'n Roll",South Africa,2017,TV-14,88,An ambitious hip-hop dancer jeopardizes his rising career when his affections for an ominous producer's wife threatens to stomp out all of his success.
1878,s2864,There Will Be Blood,United States,2007,R,158,"An ambitious prospector strikes it rich and turns a simple village into a boomtown, stoking the ire of a charismatic young preacher."
1879,s2865,Velvet Colección: Grand Finale,Not Available,2020,TV-14,82,"During Christmas 1969, the impending sale of Velvet reunites past and present staff in Madrid for fond remembrances, second chances and new beginnings."
1880,s2866,Voulez-vous rire avec moi ce soir?,France,2018,TV-MA,93,French humorist Yacine Belhousse tours the world to explore how stand-up comedians make audiences laugh across cultures.
1881,s2867,ZZ TOP: THAT LITTLE OL' BAND FROM TEXAS,United Kingdom,2019,TV-MA,90,This documentary delves into the mystique behind the blues-rock trio and explores how the enigmatic band created their iconic look and sound.
1882,s2868,All The Bright Places,United States,2020,TV-MA,109,Two teens facing personal struggles form a powerful bond as they embark on a cathartic journey chronicling the wonders of Indiana.
1883,s2870,Amit Tandon: Family Tandoncies,India,2019,TV-14,72,"From the death of romance in marriage to the injustices of modern-day parenting, Amit Tandon shares wisdom and wisecracks as a battle-scarred family guy."
1884,s2874,Ala Vaikunthapurramuloo,India,2020,TV-14,162,"After growing up enduring criticism from his father, a young man finds his world shaken upon learning he was switched at birth with a millionaire’s son."
1885,s2877,Pokémon: Mewtwo Strikes Back - Evolution,Japan,2019,TV-Y7,98,"After accepting an invitation from a mysterious trainer, Ash, Misty and Brock meet Mewtwo, an artificially created Pokémon who wants to do battle."
1886,s2879,Couple of Days,Nigeria,2016,TV-14,103,"Three couples, each in different phases of romance, head to Ibadan for a fun and frisky holiday. But secrets soon spill, causing trouble in paradise."
1887,s2880,Gbomo Gbomo Express,Nigeria,2015,TV-MA,97,The night spins sinisterly out of control when incompetent kidnappers hold a club-hopping record exec and a socialite for ransom in this dark comedy.
1888,s2882,Taxi Driver,Nigeria,2015,TV-MA,94,"After his father dies, a young mechanic moves to the city to drive the old man’s taxi, and encounters assassins and a motley crew of urban weirdos."
1889,s2883,The Arbitration,Nigeria,2016,TV-MA,101,An arbitration panel is formed after a company CEO in Nigeria is sued for wrongful dismissal and rape by an employee with whom he had an affair.
1890,s2885,The Visit,Not Available,2015,TV-MA,138,"The lives of uptight, conservative Chidi and Eugenia are thrown into disarray when a loudmouthed, hard-partying new couple moves in next door."
1891,s2886,When Love Happens,Nigeria,2014,TV-14,109,"Fed up with coordinating weddings for everyone else, unlucky-in-love event planner Mo turns to the internet to see if she can find her own Mr. Right."
1892,s2887,Pete Davidson: Alive From New York,United States,2020,TV-MA,50,"Comedian and ""SNL"" star Pete Davidson drops a candid and intimate stand-up special shot live in New York City."
1893,s2888,Full Count,United States,2019,TV-PG,110,"When tragic events force an aspiring baseball player to forgo his big league dreams and return home, saving the family farm grants him renewed purpose."
1894,s2890,Girl on the Third Floor,United States,2019,TV-MA,92,"A husband with a bad track record tries to start anew by renovating a rundown Victorian for his family, only to find he's tackled a house out of hell."
1895,s2896,System Crasher,Germany,2020,TV-MA,120,"Traumatized, violent and yearning for love, 9-year-old Benni bonds with a gruff mentor as child-services workers struggle to find her a home."
1896,s2897,The Body,India,2019,TV-14,101,Mind games and mystery abound as a detective investigates the disappearance of a woman’s body from a morgue in this Hindi remake of a Spanish thriller.
1897,s2898,The Last Thing He Wanted,United States,2020,R,116,A hard-hitting reporter becomes entangled in the story she’s trying to break when she helps her ailing father broker an arms deal in Central America.
1898,s2899,Yeh Ballet,India,2020,TV-MA,117,"Discovered by an eccentric ballet master, two gifted but underprivileged Mumbai teens face bigotry and disapproval as they pursue their dancing dreams."
1899,s2900,Pretville,South Africa,2012,TV-PG,95,A farm boy and a greaser pluck at the heartstrings of their town's most beloved daughter while her mom faces old feelings when a pop star comes home.
1900,s2902,Untamed Romania,Romania,2018,TV-PG,93,This documentary explores how the legendary creatures of Romania's vast wilderness roam free yet endure the ever-changing seasons.
1901,s2904,By the Sea,France,2015,R,122,"Troubled by the state of their marriage, Vanessa and Roland visit a French seaside town, where they have a fateful encounter with a pair of newlyweds."
1902,s2905,Miss Virginia,United States,2019,TV-MA,102,"Determined to give her son a private school education, a single mother in the inner city uses all her resources to try to effect change in the system."
1903,s2906,MR. RIGHT,United States,2015,R,96,"Fresh off a bad relationship, thrill-seeking Martha finds romance and danger with Francis, a hit man who's decided to turn the tables on his clients."
1904,s2908,Term Life,United States,2016,R,93,"After a botched job, a heist mastermind must run from gangsters and stay alive long enough for his daughter to benefit from his life insurance policy."
1905,s2909,The Forest,United States,2016,PG-13,93,"A young woman conducts a search for her twin sister, who disappeared in a notorious area of Japan known as the Suicide Forest."
1906,s2910,Monster High: Electrified,Not Available,2017,TV-Y,72,"Clawdeen wants to turn an abandoned power station into a salon for monsters and ""normies"" alike. But Moanica's got a shocking plan to ruin everything."
1907,s2912,A Shaun the Sheep Movie: Farmageddon,United Kingdom,2019,G,87,Shaun and the flock race to help an adorable alien find her way home after her ship crash-lands near Mossy Bottom Farm and sparks a UFO frenzy.
1908,s2913,Cuddle Weather,Philippines,2019,TV-MA,95,"When a seasoned sex worker sleeps with a rookie call boy, they soon find that a strictly physical relationship doesn't completely satisfy them."
1909,s2914,Fanatyk,Poland,2017,TV-MA,33,"As a son deals with his own struggles, he must calm his father's obsession with fishing before his outlandish behavior ruins the entire family."
1910,s2915,Isi & Ossi,Germany,2020,TV-MA,113,A billionaire's daughter fakes a relationship with a cash-strapped boxer in order to coerce her parents into letting her pursue her culinary dreams.
1911,s2916,Liefling,South Africa,2010,TV-PG,118,"An adventure-loving young woman catches the attention of a handsome beau in this musical celebration of love, friends and fate."
1912,s2917,Panipat - The Great Betrayal,India,2019,TV-14,171,"In 18th-century India, a Maratha commander leads his army in preparation for a fierce battle against Afghan invaders in this film based on real events."
1913,s2919,The Ghost and the Tout,Nigeria,2018,TV-14,100,"Boisterous hustler Isla, whose life consists of brawling and drinking, acquires the ability to see ghosts, including the recently deceased Mike."
1914,s2920,Dragon Quest Your Story,Japan,2019,TV-PG,103,Luca follows in his father's footsteps to rescue his mother from evil Ladja. Finding the heavenly hero who wields the Zenithian sword is his only hope.
1915,s2925,French Toast,South Africa,2015,TV-PG,86,"With only her mother's diary and a locket as clues, a South African woman travels to Paris in search of the long-lost sibling she never knew she had."
1916,s2926,To All the Boys: P.S. I Still Love You,United States,2020,TV-14,102,"Lara Jean is officially Peter’s girlfriend, so everything should be perfect, right? But feelings grow complicated when an old crush reenters her life."
1917,s2928,Captain Underpants Epic Choice-o-Rama,United States,2020,TV-Y7,81,"In this interactive special, Harold and George need your decision-making skills to stop Krupp from blowing their beloved treehouse to smithereens."
1918,s2929,Good Time,United States,2017,R,101,"After spearheading an ill-fated bank robbery, a man must get his mentally challenged younger brother out of jail while eluding his own capture."
1919,s2930,ROAD TO ROMA,Mexico,2020,TV-PG,73,"Director Alfonso Cuarón reflects on the childhood memories, period details and creative choices that shaped his Academy Award-winning film ""ROMA."""
1920,s2931,Love for Sale 2,Indonesia,2019,TV-14,96,"Exhausted with his mother’s failed attempts at setting him up with women, Ican hires an ideal partner from a matchmaking app."
1921,s2933,Fronteras,United States,2018,TV-MA,106,"When a new, deadly narcotic sweeps the American Southwest, a Border Patrol agent must contend with a task force that challenges his duties and morals."
1922,s2934,Polaroid,United States,2019,PG-13,88,A teen's discovery of a vintage Polaroid camera develops into a darker tale when she finds that whoever takes their photo with it dies soon afterward.
1923,s2935,The Coldest Game,Poland,2019,TV-MA,103,"During 1962’s Cuban missile crisis, a troubled math genius finds himself drafted to play in a U.S.-Soviet chess match – and a deadly game of espionage."
1924,s2936,Thottappan,India,2019,TV-14,139,"When his partner in crime goes missing, a small-time crook’s life is transformed as he dedicates himself to raising the daughter his friend left behind."
1925,s2937,Azali,Ghana,2018,TV-14,89,"Sent away to evade an arranged marriage, a 14-year-old begins a harrowing journey of sex work and poverty in the slums of Accra."
1926,s2940,Horse Girl,United States,2020,R,104,"A sweet misfit with a fondness for crafts, horses and supernatural crime shows finds her increasingly lucid dreams trickling into her waking life."
1927,s2941,Jada,India,2019,TV-14,124,"Wishing to settle an old score, a promising soccer player defies his coach’s wishes and leads his team to participate in a violent form of the sport."
1928,s2944,The Ballad of Lefty Brown,United States,2017,R,112,"After his longtime partner is assassinated, a slow-footed cowboy sets out to find his killer and uncovers a conspiracy engineered by some powerful men."
1929,s2947,Gardeners of Eden,Kenya,2014,TV-14,70,"As corrupt governments fail to stop the slaughter of elephants for ivory, an 80-year-old woman and a crew of rangers bravely try to end the poaching."
1930,s2950,Uppity: The Willy T. Ribbs Story,United States,2020,TV-MA,106,"This documentary profiles a defiant driver who challenged racial barriers in American auto racing, becoming the first black man to race in the Indy 500."
1931,s2951,Dragonheart: Vengeance,United States,2020,PG-13,97,"When his family is slain by vicious savages, a young farmer teams with an ice-breathing dragon and sword-wielding mercenary to avenge their deaths."
1932,s2952,"Faith, Hope & Love",United States,2019,PG,106,"After shattering losses, a recent divorcée and a heartbroken widower restore their lives when they partner for a dance competition to save her studio."
1933,s2953,Tom Papa: You're Doing Great!,United States,2020,TV-14,60,"Comedian Tom Papa takes on body image issues, social media, pets, Staten Island, the ""old days"" and more in a special from his home state of New Jersey."
1934,s2955,Thambi,India,2019,TV-14,148,"As a tip leads a local politician to his long-estranged son, his daughter has doubts about whether the young man is truly family or just an impostor."
1935,s2956,The Silent War,Spain,2020,TV-MA,122,"Alluding to ""For Whom the Bell Tolls,"" this drama follows a fugitive guerrilla, deaf after an explosion, as he tries to survive in 1944 northern Spain."
1936,s2957,Chronically Metropolitan,United States,2016,TV-MA,86,A case of writer’s block inspires a young novelist to return home to New York City and reconnect with his engaged ex and his bohemian parents.
1937,s2958,Hum Aapke Hain Koun,India,1994,TV-14,193,"Although Nisha falls for Prem, she agrees to marry his older brother for the good of their families. But fate may have other plans for the lovebirds."
1938,s2961,Justice,United States,2017,R,92,"A U.S. Marshal arrives at a small town in Nevada, only to learn that his preacher brother is dead after standing up to the town's mayor and outlaws."
1939,s2962,Love Jacked,Canada,2018,PG-13,94,"To assert her independence from her rigid father’s expectations, a headstrong woman hires a desperate Los Angeles man to pose as her fiancé in Africa."
1940,s2964,Misfit 2,Netherlands,2019,TV-G,82,"When her boyfriend abruptly transfers schools, a gifted musician must pair up with an archrival to battle him in a student music competition."
1941,s2965,Night on Earth: Shot in the Dark,United Kingdom,2020,TV-PG,59,"This look behind the scenes shows how worldwide camera crews climbed, dived and froze to capture the documentary's groundbreaking night footage."
1942,s2969,The Car: Road to Revenge,United States,2019,TV-MA,89,"Trying to uphold justice in a lawless future, a D.A. is slain by cyberpunks but a supernatural twist sends his car on a bloody quest for revenge."
1943,s2970,Together For Eternity,India,1999,TV-G,176,"A scheming matriarch plots to cut off her disabled stepson and his wife from the family fortune, creating a division within the clan."
1944,s2971,37 Seconds,Japan,2020,TV-MA,116,"Trapped by society and familial obligations, a young manga artist goes on an unconventional journey for sexual freedom and personal liberation."
1945,s2973,Gang of the Caribbean,France,2016,TV-MA,86,"Disillusioned by life in 1970s France, a West Indian expatriate named Jimmy joins a gang of idealistic robbers, but betrayal and violence soon follow."
1946,s2974,Hakkunde,Nigeria,2017,TV-14,93,A perpetually unemployed graduate desperately leaves his city for a potential opportunity until a roadblock threatens to derail his chance at a career.
1947,s2976,Miss Americana,United States,2020,TV-MA,85,"In this revealing documentary, Taylor Swift embraces her role as a songwriter and performer — and as a woman harnessing the full power of her voice."
1948,s2979,Kevin Hart: I'm a Grown Little Man,United States,2009,TV-MA,62,"Stand-up comedy star Kevin Hart delivers his unique perspective on work, race, family and friends with this laugh-riot comedy show."
1949,s2982,Close Enemies,France,2018,TV-MA,112,"After an ambush leaves his partner dead, drug dealer Manuel reluctantly teams up with childhood friend Driss – now a cop – to hunt down the culprits."
1950,s2986,Shimla Mirchi,India,2020,TV-14,121,"A young man who gets tongue-tied around women writes a love letter to his crush, but it ends up in the hands of her mother, who thinks it's for her."
1951,s2987,Sillu Karuppatti,India,2019,TV-14,133,"From first crushes to post-marriage relationships, love and connection are at the heart of the four interwoven stories in this anthology film."
1952,s2988,Vir Das: For India,India,2020,TV-MA,76,"From the Vedas to Vasco da Gama to vacuous Bollywood plotlines, comedian Vir Das celebrates the history of India with his one-of-a-kind perspective."
1953,s2989,Menashe,United States,2017,PG,82,"A year after his wife's death, a widower faces pressure from his Hasidic community to give up his son for adoption unless he finds a new partner."
1954,s2990,A Sun,Taiwan,2019,TV-MA,156,A family reckons with the aftermath of their younger son's incarceration and a greater misfortune that follows.
1955,s2991,Die Ontwaking,South Africa,2015,TV-MA,90,An inexperienced murder detective joins a desperate search for a deranged serial killer who possesses a deep obsession with young women’s skin.
1956,s2996,Airplane Mode,United States,2020,TV-PG,97,"When Ana, an influencer, crashes her car while talking on the phone, she’s shipped to her grumpy grandfather's farm – and forced into a digital detox."
1957,s2997,Alex Fernández: The Best Comedian in the World,Mexico,2020,TV-MA,51,Comic Alex Fernández performs his familiar autobiographical stories but goes a little deeper this time with a tender tale about one of his six siblings.
1958,s3003,Whisky,Uruguay,2004,TV-MA,98,"To impress family, a factory owner pretends to be married to one of his employees, and soon, the ""couple"" finds their lives radically altered."
1959,s3004,Fortune Feimster: Sweet & Salty,United States,2020,TV-MA,61,"Actor, comedian and writer Fortune Feimster takes the stage and riffs on her southern roots, sexual awakenings, showbiz career and more."
1960,s3005,KD (A) Karuppudurai,India,2019,TV-14,116,"As his children plot his death to claim their inheritance, an aging patriarch leaves home, befriending a spunky boy who adds direction to his life."
1961,s3007,Motichoor Chaknachoor,India,2019,TV-14,132,"Pushing 40 and unemployed, a Dubai returnee desperate for a wife catches the eye of a Bhopal belle, who sees him solely as her ticket out of India."
1962,s3008,WHAT DID JACK DO?,United States,2020,TV-14,17,A detective interrogates a monkey who is suspected of murder.
1963,s3009,The Bling Ring,United States,2013,R,91,"Based on fact, this comic thriller tracks the saga of the Hollywood Hills Burglar Bunch, who used the Web to time their robberies of stars' homes."
1964,s3010,A Fall from Grace,United States,2020,TV-MA,121,"When gentle, law-abiding Grace confesses to killing her new husband, her skeptical young lawyer sets out to uncover the truth. A film by Tyler Perry."
1965,s3015,Deadcon,United States,2019,TV-14,78,"A group of uber-popular, social media influencers’ trip to a digital media festival grows dark when an evil spirit wants to lure them to their demise."
1966,s3017,Hop,United States,2011,PG,95,A jobless slacker finds himself beyond busy after he runs over the Easter Bunny and has to take over the rabbit's duties so the holiday can continue.
1967,s3018,Jezebel,United States,2019,TV-MA,86,"During the internet's infancy, a vulnerable woman follows her sister into the sex industry as a webcam model but her sudden popularity tests their bond."
1968,s3019,Legend,United Kingdom,2015,R,132,Identical twins and notorious gangsters Reggie and Ronnie Kray elude the authorities in 1960s London while transfixing and terrifying the public.
1969,s3020,NiNoKuni,Japan,2019,TV-14,107,Two average teens go on a magical quest to save the life of their friend and her counterpart from another world. But love complicates their journey.
1970,s3022,Steve Jobs,United Kingdom,2015,R,122,"By keying in on three crucial points in his career, this biopic shows the human foibles and visionary fearlessness of the man who made the Mac."
1971,s3023,Bulbul Can Sing,India,2018,TV-14,95,"Exploring their sexual identities in the face of the patriarchal rules of their Assamese village, a teenager and her two friends are rocked by tragedy."
1972,s3024,Eye For An Eye,Spain,2019,TV-MA,108,"A cartel boss is released from prison and unknowingly put in the care of a vengeful nurse, whose life was tragically impacted by the drug lord."
1973,s3026,MindGamers,Austria,2017,R,99,"Brilliant young students discover a breakthrough that could change humankind, but soon find themselves the subjects of a much bigger experiment."
1974,s3027,The Brave,United States,2019,TV-MA,103,"With entry into the European Union at stake, Albania must rely on a mash-up of elite cops to take down a slippery drug lord dominating its economy."
1975,s3028,Leslie Jones: Time Machine,United States,2020,TV-MA,66,"From trying to seduce Prince to battling sleep apnea, Leslie Jones traces her evolution as an adult in a joyfully raw and outrageous stand-up special."
1976,s3030,Women of Mafia 2,Poland,2019,TV-MA,132,"When a major drug deal goes sour, the queen of the Warsaw underworld must contend with a rival criminal, a crossed ally and a religious fighter."
1977,s3032,Betty White: First Lady of Television,United States,2018,TV-14,56,This documentary on actress and television producer Betty White traces her decades-long career as a  woman breaking new ground in entertainment.
1978,s3033,Made in China,India,2019,TV-MA,128,"After a trip to China, a struggling entrepreneur returns to India as the supplier of an illegal aphrodisiac — but all he ends up stimulating is chaos."
1979,s3039,Monsters: Dark Continent,United Kingdom,2014,R,119,An American platoon stationed in the Middle East is thrust into battle with a breed of tentacled aliens whose rapid spread threatens human survival.
1980,s3042,Bulletproof 2,United States,2020,TV-MA,97,A special agent abruptly reunites with a criminal – once a former friend – when he attempts to use his identity to infiltrate and take down a cartel.
1981,s3044,A Ghost Story,United States,2017,R,92,"Following a fatal car crash, a man's spirit remains stuck in the home he shared with his wife as doors into the past and future begin to open."
1982,s3045,"Live Twice, Love Once",Spain,2020,TV-MA,102,"When Emilio (Oscar Martínez) is diagnosed with Alzheimer's disease, he and his family embark on a quest to reunite him with his childhood crush."
1983,s3047,All the Freckles in the World,Mexico,2020,TV-14,90,Thirteen-year-old José Miguel is immune to 1994 World Cup fever until he realizes soccer is the only way to win the heart of his crush.
1984,s3049,Half Girlfriend,India,2017,TV-14,129,"Small-town Madhav falls for big-city Riya and wants her to be his girlfriend. But she views their relationship differently, and suggests a compromise."
1985,s3052,Aruna & Her Palate,Indonesia,2018,TV-14,106,"An epidemiologist turns her nationwide bird flu investigation into a chance to sample local delicacies en route, with three friends along for the ride."
1986,s3055,Breaking the Bank,United Kingdom,2014,TV-PG,105,Bank chairman Charles Bunbury – who knows next to nothing about banking – fights to save both his company and his marriage from disaster.
1987,s3058,Garfield Gets Real,United States,2007,TV-Y,78,"After trying to live in the ""real world"" and concluding it isn't for him, Garfield must return to his comic-strip home before getting trapped forever."
1988,s3059,Garfield's Fun Fest,United States,2008,TV-Y7,79,"Garfield has long been the champ at a yearly competition for the funniest comic strip. But this time, Garfield must battle tall, handsome Ramone."
1989,s3060,Garfield's Pet Force,South Korea,2009,G,78,"When an alien menace and her army of undead minions threaten to enslave the world, Garfield heads a team of comic-strip superheroes to save the day."
1990,s3061,Ghost Stories,India,2020,TV-MA,145,"The directors of Emmy-nominated ""Lust Stories"" (Zoya Akhtar, Anurag Kashyap, Dibakar Banerjee and Karan Johar) reunite for this quartet of thrillers."
1991,s3062,Jeff Dunham: Unhinged in Hollywood,United States,2015,TV-MA,71,Unfiltered ventriloquist Jeff Dunham brings his ragtag crew of puppet pals to Hollywood for big laughs about celebrity culture and California living.
1992,s3063,Jimmy Neutron: Boy Genius,United States,2001,G,83,"When gooey green aliens kidnap all the adults in Retroville, it's up to 11-year-old Jimmy Neutron to come up with a plan to rescue them."
1993,s3065,Luccas Neto in: Children's Day,Not Available,2019,TV-G,81,"When Luccas Neto plans a big Children's Day celebration, an unexpected threat at school puts the party – and his friends – at risk."
1994,s3069,Pan's Labyrinth,Mexico,2006,R,119,Young Ofelia meets a mythical faun who claims she is destined to become princess of the Underworld. But first she must carry out three perilous tasks.
