Car Year,Car Brand,Car Model,Car Engine,Car Transmission,Reserve Price,Winning Price,Bidded Date
2012,Brand-21,Model-104,1.2,Auto,4300,30000,4/7/2020
2012,Brand-39,Model-169,1.6,Auto,13800,18700,4/7/2020
2012,Brand-39,Model-169,2,Auto,16600,18800,4/7/2020
2012,Brand-41,Model-295,1.6,Auto,3000,6400,4/7/2020
2012,Brand-47,Model-338,2,Auto,43300,45600,4/7/2020
2012,Brand-47,Model-341,1.8,Auto,36100,36500,4/7/2020
2012,Brand-48,Model-394,1.4,Auto,19000,22300,4/7/2020
2012,Brand-49,Model-407,2,Auto,46300,50300,4/7/2020
2013,Brand-12,Model-47,1.5,Auto,13000,17400,4/7/2020
2013,Brand-18,Model-73,1.5,Auto,28600,30600,4/7/2020
2013,Brand-18,Model-79,2,Auto,30800,51800,4/7/2020
2013,Brand-18,Model-77,1.5,Auto,37800,45300,4/7/2020
2013,Brand-27,Model-159,2,Auto,33000,37000,4/7/2020
2013,Brand-34,Model-204,2,Auto,23000,31600,4/7/2020
2013,Brand-47,Model-336,2.4,Auto,102600,108300,4/7/2020
2013,Brand-47,Model-343,1.5,Auto,19800,21300,4/7/2020
2013,Brand-47,Model-340,1.5,Auto,23000,33800,4/7/2020
2013,Brand-47,Model-340,1.5,Auto,32800,35700,4/7/2020
2014,Brand-18,Model-75,2,Auto,38000,58300,4/7/2020
2014,Brand-18,Model-74,1.5,Auto,43700,47000,4/7/2020
2014,Brand-22,Model-136,2.5,Auto,36000,50600,4/7/2020
2014,Brand-27,Model-160,2,Auto,30000,53300,4/7/2020
2014,Brand-27,Model-160,2,Auto,33800,54300,4/7/2020
2014,Brand-27,Model-165,1.2,Auto,17100,18600,4/7/2020
2014,Brand-34,Model-204,2,Auto,32300,56300,4/7/2020
2014,Brand-40,Model-267,1.5,Auto,24000,24300,4/7/2020
2014,Brand-40,Model-269,1.8,Auto,38000,43400,4/7/2020
2014,Brand-40,Model-268,2,Auto,30000,30300,4/7/2020
2014,Brand-47,Model-340,1.5,Auto,38000,43800,4/7/2020
2015,Brand-18,Model-73,1.5,Auto,42300,44200,4/7/2020
2015,Brand-18,Model-74,1.5,Auto,39800,45200,4/7/2020
2015,Brand-18,Model-74,1.5,Auto,42000,46500,4/7/2020
2015,Brand-27,Model-161,1.6,Auto,29000,35200,4/7/2020
2015,Brand-34,Model-204,2,Auto,38000,58300,4/7/2020
2015,Brand-40,Model-263,1.6,Auto,37000,41800,4/7/2020
2015,Brand-47,Model-338,2,Auto,26000,74500,4/7/2020
2015,Brand-47,Model-341,1.8,Auto,38000,58300,4/7/2020
2015,Brand-47,Model-345,2.5,Manual,66300,67600,4/7/2020
2015,Brand-47,Model-340,1.5,Auto,39800,47300,4/7/2020
2015,Brand-47,Model-340,1.5,Auto,44000,50500,4/7/2020
2016,Brand-18,Model-73,1.5,Auto,38300,43200,4/7/2020
2016,Brand-18,Model-73,1.5,Auto,43000,44400,4/7/2020
2016,Brand-18,Model-72,2,Auto,31000,62200,4/7/2020
2016,Brand-18,Model-79,2,Auto,63300,74000,4/7/2020
2016,Brand-18,Model-74,1.5,Auto,44000,48800,4/7/2020
2016,Brand-34,Model-205,2,Auto,66000,66700,4/7/2020
2016,Brand-34,Model-205,2,Auto,38000,77200,4/7/2020
2016,Brand-40,Model-263,1.6,Auto,43000,47300,4/7/2020
2016,Brand-40,Model-262,2.5,Auto,62000,62300,4/7/2020
2016,Brand-45,Model-318,2,Auto,61800,64600,4/7/2020
2017,Brand-18,Model-73,1.5,Auto,48000,58500,4/7/2020
2017,Brand-27,Model-159,2,Auto,33000,54300,4/7/2020
2017,Brand-36,Model-234,2.5,Manual,43000,45400,4/7/2020
2018,Brand-18,Model-73,1.5,Auto,33300,55000,4/7/2020
2018,Brand-18,Model-81,1.5,Auto,93000,123500,4/7/2020
2018,Brand-40,Model-274,2.5,Manual,76000,87200,4/7/2020
2018,Brand-49,Model-406,2,Auto,236300,256600,4/7/2020
2019,Brand-18,Model-78,1.5,Auto,70000,78600,4/7/2020
2019,Brand-34,Model-205,2,Auto,99800,105700,4/7/2020
2004,Brand-18,Model-72,1.7,Auto,12900,13000,5/7/2020
2004,Brand-18,Model-74,1.5,Auto,13800,15300,5/7/2020
2004,Brand-21,Model-107,1.6,Auto,2300,4300,5/7/2020
2004,Brand-40,Model-273,2,Auto,10000,15700,5/7/2020
2004,Brand-40,Model-273,2,Auto,14000,14300,5/7/2020
2004,Brand-47,Model-340,1.5,Auto,9900,11500,5/7/2020
2005,Brand-18,Model-73,1.5,Auto,8000,30000,5/7/2020
2005,Brand-18,Model-74,1.5,Auto,13300,18200,5/7/2020
2006,Brand-47,Model-340,1.5,Auto,12000,14300,5/7/2020
2007,Brand-39,Model-252,2,Auto,4000,5400,5/7/2020
2008,Brand-47,Model-357,1.5,Auto,13300,18200,5/7/2020
2008,Brand-47,Model-340,1.5,Auto,19000,18300,5/7/2020
2009,Brand-39,Model-169,1.6,Auto,12000,12300,5/7/2020
2009,Brand-40,Model-269,2,Auto,11800,11800,5/7/2020
2009,Brand-47,Model-339,2.4,Auto,33000,58300,5/7/2020
2009,Brand-47,Model-339,2.4,Auto,60000,60200,5/7/2020
2010,Brand-12,Model-47,1.6,Auto,10000,12700,5/7/2020
2010,Brand-19,Model-101,1.6,Auto,6000,7700,5/7/2020
2010,Brand-22,Model-129,3,Auto,13900,21200,5/7/2020
2010,Brand-34,Model-208,1.5,Auto,16000,18500,5/7/2020
2010,Brand-40,Model-263,1.6,Auto,16200,16300,5/7/2020
2010,Brand-46,Model-327,1,Auto,3600,8300,5/7/2020
2010,Brand-46,Model-329,1.6,Auto,14800,17300,5/7/2020
2010,Brand-47,Model-338,2.4,Auto,29900,37800,5/7/2020
2010,Brand-47,Model-338,2.4,Auto,38000,38300,5/7/2020
2011,Brand-12,Model-47,1.6,Auto,10000,16400,5/7/2020
2011,Brand-18,Model-76,1.3,Auto,14000,18500,5/7/2020
2011,Brand-47,Model-349,1.8,Auto,31300,53600,5/7/2020
2012,Brand-12,Model-47,1.6,Auto,9000,8300,5/7/2020
2012,Brand-18,Model-72,1.8,Auto,40000,42400,5/7/2020
2012,Brand-21,Model-102,1.6,Auto,22000,25300,5/7/2020
2012,Brand-21,Model-102,1.8,Auto,23300,31700,5/7/2020
2012,Brand-27,Model-168,2,Auto,30000,34000,5/7/2020
2012,Brand-34,Model-205,2,Auto,30000,50200,5/7/2020
2012,Brand-36,Model-236,2.5,Auto,41000,48300,5/7/2020
2012,Brand-40,Model-263,1.6,Auto,20300,28800,5/7/2020
2012,Brand-40,Model-262,2,Auto,21000,24000,5/7/2020
2012,Brand-47,Model-341,1.8,Auto,36000,36700,5/7/2020
2012,Brand-47,Model-342,2.5,Auto,48000,48500,5/7/2020
2012,Brand-47,Model-350,2.4,Auto,118000,118300,5/7/2020
2012,Brand-47,Model-340,1.5,Auto,30300,35000,5/7/2020
2012,Brand-47,Model-349,1.8,Auto,61800,62300,5/7/2020
2013,Brand-18,Model-72,1.8,Auto,40000,44300,5/7/2020
2013,Brand-18,Model-79,2.4,Auto,32000,55700,5/7/2020
2013,Brand-19,Model-100,2.5,Auto,44300,46300,5/7/2020
2013,Brand-47,Model-341,1.8,Auto,40000,40300,5/7/2020
2013,Brand-47,Model-340,1.5,Auto,32300,36300,5/7/2020
2014,Brand-18,Model-75,2,Auto,37000,64000,5/7/2020
2014,Brand-18,Model-72,1.8,Auto,43000,47600,5/7/2020
2014,Brand-40,Model-263,1.6,Auto,37000,38000,5/7/2020
2014,Brand-40,Model-268,2,Auto,29000,33700,5/7/2020
2014,Brand-46,Model-326,1.4,Auto,28000,30300,5/7/2020
2014,Brand-47,Model-345,2.7,Manual,38000,58400,5/7/2020
2014,Brand-47,Model-340,1.5,Auto,40000,47800,5/7/2020
2014,Brand-47,Model-340,1.5,Auto,42000,42300,5/7/2020
2015,Brand-18,Model-73,1.5,Auto,38000,40800,5/7/2020
2015,Brand-18,Model-73,1.5,Auto,40000,44500,5/7/2020
2015,Brand-18,Model-73,1.5,Auto,40300,40600,5/7/2020
2015,Brand-18,Model-72,1.8,Auto,30000,50600,5/7/2020
2015,Brand-18,Model-72,2,Auto,31300,60800,5/7/2020
2015,Brand-18,Model-79,2.4,Auto,64200,74000,5/7/2020
2016,Brand-18,Model-73,1.5,Auto,42300,45200,5/7/2020
2016,Brand-18,Model-73,1.5,Auto,48000,50200,5/7/2020
2016,Brand-18,Model-78,1.8,Auto,63000,68200,5/7/2020
2016,Brand-34,Model-207,2,Auto,73000,76200,5/7/2020
2016,Brand-47,Model-337,1.5,Auto,43700,44800,5/7/2020
2017,Brand-18,Model-73,1.5,Auto,33000,54200,5/7/2020
2017,Brand-18,Model-73,1.5,Auto,36000,56300,5/7/2020
2018,Brand-18,Model-74,1.5,Auto,43000,54600,5/7/2020
1999,Brand-46,Model-331,1.6,Auto,13000,13300,6/7/2020
2003,Brand-18,Model-73,1.5,Auto,7700,8800,6/7/2020
2003,Brand-18,Model-72,1.7,Auto,7000,12500,6/7/2020
2003,Brand-19,Model-108,2.5,Auto,4800,4800,6/7/2020
2003,Brand-40,Model-262,2.5,Auto,9300,8600,6/7/2020
2003,Brand-49,Model-406,2.5,Auto,12000,12300,6/7/2020
2004,Brand-18,Model-79,2,Auto,8000,10300,6/7/2020
2004,Brand-21,Model-115,1,Auto,1300,2300,6/7/2020
2004,Brand-40,Model-272,2.5,Manual,8300,16300,6/7/2020
2004,Brand-47,Model-352,1.8,Auto,10000,10300,6/7/2020
2005,Brand-47,Model-338,2.4,Auto,13000,13300,6/7/2020
2006,Brand-18,Model-72,1.8,Auto,17000,24400,6/7/2020
2006,Brand-39,Model-255,2.5,Auto,3700,3800,6/7/2020
2006,Brand-40,Model-265,1.5,Manual,13600,16000,6/7/2020
2006,Brand-47,Model-348,2.4,Auto,27000,40200,6/7/2020
2007,Brand-18,Model-73,1.5,Auto,11300,13800,6/7/2020
2007,Brand-19,Model-102,1.8,Auto,3000,4300,6/7/2020
2007,Brand-46,Model-326,1.5,Auto,12600,12700,6/7/2020
2007,Brand-47,Model-336,3,Auto,42800,43600,6/7/2020
2007,Brand-47,Model-340,1.5,Auto,14300,15200,6/7/2020
2008,Brand-18,Model-85,1.8,Auto,28000,28300,6/7/2020
2008,Brand-21,Model-97,1.4,Manual,3200,5300,6/7/2020
2008,Brand-21,Model-107,1.6,Auto,4300,4600,6/7/2020
2008,Brand-39,Model-252,2,Auto,4000,8800,6/7/2020
2008,Brand-39,Model-258,2,Auto,7000,8300,6/7/2020
2008,Brand-40,Model-263,1.8,Auto,19000,18300,6/7/2020
2008,Brand-47,Model-339,2.4,Auto,30200,53000,6/7/2020
2008,Brand-47,Model-339,2.4,Auto,32300,52400,6/7/2020
2008,Brand-47,Model-340,1.5,Auto,19300,21300,6/7/2020
2009,Brand-36,Model-234,3.2,Auto,18000,28300,6/7/2020
2009,Brand-41,Model-298,1.6,Auto,6800,7800,6/7/2020
2009,Brand-47,Model-341,1.8,Auto,21000,24400,6/7/2020
2009,Brand-48,Model-388,2,Auto,33000,46500,6/7/2020
2009,Brand-48,Model-399,2,Auto,43000,50000,6/7/2020
2010,Brand-12,Model-47,1.6,Auto,7300,8200,6/7/2020
2010,Brand-18,Model-73,1.5,Auto,19800,22800,6/7/2020
2010,Brand-18,Model-73,1.5,Auto,20000,23600,6/7/2020
2010,Brand-19,Model-99,2,Auto,16300,20800,6/7/2020
2010,Brand-19,Model-98,2.5,Auto,30000,30400,6/7/2020
2010,Brand-39,Model-169,1.6,Auto,8800,13700,6/7/2020
2010,Brand-40,Model-276,1.6,Auto,10000,16500,6/7/2020
2010,Brand-46,Model-327,1,Auto,8000,8300,6/7/2020
2010,Brand-47,Model-338,2,Auto,34300,36000,6/7/2020
2010,Brand-47,Model-341,1.8,Auto,23600,28200,6/7/2020
2010,Brand-47,Model-365,2.5,Auto,46900,47000,6/7/2020
2010,Brand-47,Model-350,2.4,Auto,80800,80800,6/7/2020
2011,Brand-12,Model-47,1.6,Auto,10000,10200,6/7/2020
2011,Brand-18,Model-73,1.5,Auto,20000,25500,6/7/2020
2011,Brand-30,Model-184,2.7,Auto,70000,75500,6/7/2020
2011,Brand-30,Model-184,2.7,Auto,70000,78200,6/7/2020
2011,Brand-34,Model-204,1.6,Auto,21000,24700,6/7/2020
2011,Brand-39,Model-252,2,Auto,3300,8700,6/7/2020
2011,Brand-39,Model-169,1.6,Auto,16000,17200,6/7/2020
2011,Brand-41,Model-298,1.6,Auto,8000,8800,6/7/2020
2011,Brand-47,Model-340,1.5,Auto,22000,22300,6/7/2020
2011,Brand-47,Model-340,1.5,Auto,23300,30200,6/7/2020
2011,Brand-47,Model-340,1.5,Auto,29800,32800,6/7/2020
2011,Brand-49,Model-412,2,Auto,33000,35300,6/7/2020
2012,Brand-4,Model-4,2,Auto,8600,8700,6/7/2020
2012,Brand-5,Model-19,2,Auto,18000,18200,6/7/2020
2012,Brand-12,Model-47,1.6,Auto,7600,8800,6/7/2020
2012,Brand-29,Model-178,2.2,Auto,83000,88000,6/7/2020
2012,Brand-34,Model-204,1.6,Auto,22000,22500,6/7/2020
2012,Brand-39,Model-169,1.6,Auto,16000,21400,6/7/2020
2012,Brand-39,Model-169,1.6,Auto,18000,18200,6/7/2020
2012,Brand-40,Model-263,1.8,Auto,18000,26800,6/7/2020
2012,Brand-40,Model-266,2.5,Manual,16000,37800,6/7/2020
2012,Brand-40,Model-270,1.6,Auto,12900,15600,6/7/2020
2012,Brand-41,Model-296,1.6,Auto,23800,23800,6/7/2020
2012,Brand-47,Model-337,1.5,Auto,22000,28000,6/7/2020
2012,Brand-47,Model-337,1.5,Auto,23000,30800,6/7/2020
2012,Brand-47,Model-341,1.8,Auto,34800,34800,6/7/2020
2012,Brand-47,Model-342,3,Auto,43100,51200,6/7/2020
2012,Brand-47,Model-347,2,Auto,33000,37200,6/7/2020
2012,Brand-47,Model-347,2,Auto,38000,38300,6/7/2020
2013,Brand-12,Model-47,1.6,Auto,13000,15300,6/7/2020
2013,Brand-18,Model-75,2,Auto,33000,56500,6/7/2020
2013,Brand-18,Model-73,1.5,Auto,28000,33600,6/7/2020
2013,Brand-18,Model-72,1.5,Auto,32300,32400,6/7/2020
2013,Brand-18,Model-74,1.3,Auto,24000,28600,6/7/2020
2013,Brand-21,Model-102,1.8,Auto,30000,33300,6/7/2020
2013,Brand-21,Model-104,1.2,Auto,10900,11200,6/7/2020
2013,Brand-27,Model-163,1.4,Auto,22000,22300,6/7/2020
2013,Brand-34,Model-205,2,Auto,47300,48300,6/7/2020
2013,Brand-34,Model-217,2,Auto,40000,46600,6/7/2020
2013,Brand-34,Model-215,2.5,Auto,31000,57000,6/7/2020
2013,Brand-40,Model-267,1.5,Auto,18000,22200,6/7/2020
2013,Brand-40,Model-267,1.5,Auto,22000,25300,6/7/2020
2013,Brand-40,Model-274,3,Manual,32000,38500,6/7/2020
2013,Brand-41,Model-301,2,Auto,13300,13400,6/7/2020
2013,Brand-41,Model-296,1.6,Auto,23800,23800,6/7/2020
2013,Brand-45,Model-317,2,Auto,36300,38600,6/7/2020
2013,Brand-46,Model-326,1.4,Auto,23000,26500,6/7/2020
2014,Brand-18,Model-75,2.4,Auto,60000,60300,6/7/2020
2014,Brand-18,Model-75,2.4,Auto,61000,61200,6/7/2020
2014,Brand-18,Model-73,1.5,Auto,42800,46500,6/7/2020
2014,Brand-18,Model-72,1.8,Auto,43000,48000,6/7/2020
2014,Brand-18,Model-72,1.8,Auto,43000,48500,6/7/2020
2014,Brand-18,Model-79,2,Auto,32300,54600,6/7/2020
2014,Brand-18,Model-74,1.3,Auto,28000,30600,6/7/2020
2014,Brand-18,Model-74,1.3,Auto,31000,31300,6/7/2020
2014,Brand-34,Model-205,2,Auto,33800,54000,6/7/2020
2014,Brand-40,Model-267,1.5,Auto,20000,21800,6/7/2020
2014,Brand-40,Model-278,1.6,Auto,20300,24400,6/7/2020
2014,Brand-40,Model-268,2,Auto,29300,38700,6/7/2020
2014,Brand-41,Model-302,1.6,Auto,16000,16800,6/7/2020
2014,Brand-47,Model-341,1.8,Auto,46300,53800,6/7/2020
2014,Brand-47,Model-348,2,Auto,93000,85800,6/7/2020
2014,Brand-47,Model-357,1.5,Auto,32000,33000,6/7/2020
2014,Brand-47,Model-340,1.5,Auto,43000,45700,6/7/2020
2015,Brand-18,Model-75,2,Auto,34000,68000,6/7/2020
2015,Brand-18,Model-73,1.5,Auto,32300,40300,6/7/2020
2015,Brand-18,Model-73,1.5,Auto,46100,47800,6/7/2020
2015,Brand-18,Model-73,1.5,Auto,47300,48800,6/7/2020
2015,Brand-18,Model-78,1.8,Auto,38000,62700,6/7/2020
2015,Brand-18,Model-74,1.5,Auto,39000,40200,6/7/2020
2015,Brand-18,Model-80,2.4,Auto,110000,113800,6/7/2020
2015,Brand-40,Model-263,1.6,Auto,33000,40500,6/7/2020
2015,Brand-40,Model-262,2,Auto,34000,55300,6/7/2020
2015,Brand-40,Model-262,2.5,Auto,33900,57400,6/7/2020
2015,Brand-45,Model-317,2,Auto,44300,47200,6/7/2020
2015,Brand-47,Model-341,2,Auto,34800,57600,6/7/2020
2015,Brand-47,Model-347,2,Manual,23000,25500,6/7/2020
2016,Brand-18,Model-78,1.8,Auto,37000,58500,6/7/2020
2016,Brand-40,Model-267,1.5,Auto,29000,34000,6/7/2020
2016,Brand-40,Model-262,2.5,Auto,62000,62300,6/7/2020
2016,Brand-47,Model-340,1.5,Auto,42000,47400,6/7/2020
2017,Brand-18,Model-75,2,Auto,90000,80800,6/7/2020
2017,Brand-18,Model-82,1.5,Auto,60000,63000,6/7/2020
2017,Brand-18,Model-73,1.5,Auto,43300,48500,6/7/2020
2017,Brand-18,Model-73,1.5,Auto,33000,56700,6/7/2020
2017,Brand-18,Model-72,1.5,Auto,79300,85600,6/7/2020
2017,Brand-18,Model-78,1.8,Auto,68300,73700,6/7/2020
2017,Brand-47,Model-342,2.4,Auto,81000,81300,6/7/2020
2017,Brand-47,Model-346,1.5,Auto,37600,60000,6/7/2020
2018,Brand-47,Model-347,2,Auto,83000,88400,6/7/2020
2018,Brand-47,Model-340,1.5,Auto,46000,48400,6/7/2020
2019,Brand-40,Model-273,2,Auto,73000,110200,6/7/2020
1994,Brand-47,Model-341,1.6,Auto,2000,4000,7/7/2020
1997,Brand-18,Model-88,2.2,Manual,10000,34700,7/7/2020
2001,Brand-40,Model-270,1.8,Auto,3300,6600,7/7/2020
2002,Brand-36,Model-236,2.4,Manual,10000,13600,7/7/2020
2002,Brand-36,Model-244,2.5,Auto,12000,14800,7/7/2020
2003,Brand-18,Model-73,1.5,Auto,6300,8800,7/7/2020
2003,Brand-18,Model-79,2,Auto,7800,30000,7/7/2020
2003,Brand-40,Model-262,2.5,Auto,7900,8500,7/7/2020
2004,Brand-18,Model-73,1.5,Auto,7000,8500,7/7/2020
2004,Brand-19,Model-107,1.6,Auto,3600,3700,7/7/2020
2004,Brand-40,Model-270,1.6,Auto,3300,7400,7/7/2020
2004,Brand-44,Model-314,2.7,Auto,2800,3200,7/7/2020
2005,Brand-18,Model-73,1.5,Auto,7000,30000,7/7/2020
2005,Brand-21,Model-115,1.1,Auto,2300,2500,7/7/2020
2005,Brand-21,Model-115,1.1,Auto,3000,3500,7/7/2020
2005,Brand-21,Model-107,1.6,Manual,2400,2600,7/7/2020
2005,Brand-47,Model-337,1.3,Auto,8000,10800,7/7/2020
2005,Brand-47,Model-339,2.4,Auto,30000,33000,7/7/2020
2005,Brand-47,Model-347,2,Auto,16200,17800,7/7/2020
2006,Brand-35,Model-228,1.6,Auto,23000,41400,7/7/2020
2006,Brand-40,Model-272,2.5,Manual,8800,13600,7/7/2020
2006,Brand-40,Model-265,1.5,Manual,10300,16500,7/7/2020
2006,Brand-40,Model-265,1.5,Manual,13600,15200,7/7/2020
2006,Brand-47,Model-341,1.8,Auto,13300,13800,7/7/2020
2006,Brand-47,Model-339,2.4,Auto,39000,43400,7/7/2020
2006,Brand-47,Model-347,2,Auto,14300,18200,7/7/2020
2007,Brand-18,Model-73,1.5,Auto,7800,10200,7/7/2020
2007,Brand-36,Model-242,2,Auto,23000,25300,7/7/2020
2007,Brand-40,Model-276,1.6,Auto,11000,13800,7/7/2020
2007,Brand-47,Model-338,2,Auto,23000,26800,7/7/2020
2008,Brand-18,Model-72,1.8,Auto,22300,27000,7/7/2020
2008,Brand-35,Model-228,1.6,Auto,41800,43700,7/7/2020
2008,Brand-36,Model-234,2.5,Auto,23000,28000,7/7/2020
2008,Brand-40,Model-263,1.6,Manual,10700,13700,7/7/2020
2008,Brand-47,Model-336,2.4,Auto,67000,67300,7/7/2020
2008,Brand-47,Model-337,1.3,Auto,10000,12600,7/7/2020
2008,Brand-47,Model-337,1.5,Auto,13000,14200,7/7/2020
2008,Brand-47,Model-350,2.4,Auto,28800,71400,7/7/2020
2008,Brand-47,Model-340,1.5,Auto,13000,18800,7/7/2020
2009,Brand-18,Model-75,2.4,Auto,22300,30500,7/7/2020
2009,Brand-18,Model-72,1.8,Auto,23000,30400,7/7/2020
2009,Brand-34,Model-215,2.5,Auto,20700,20800,7/7/2020
2009,Brand-40,Model-263,1.6,Auto,18000,18400,7/7/2020
2009,Brand-47,Model-341,1.8,Auto,22000,25400,7/7/2020
2009,Brand-47,Model-342,2.5,Manual,26300,30500,7/7/2020
2009,Brand-47,Model-340,1.5,Auto,17900,18500,7/7/2020
2009,Brand-47,Model-340,1.5,Auto,20000,20600,7/7/2020
2009,Brand-47,Model-340,1.5,Auto,23000,23300,7/7/2020
2010,Brand-18,Model-72,2,Auto,33000,44600,7/7/2020
2010,Brand-22,Model-129,3,Auto,22600,22700,7/7/2020
2010,Brand-36,Model-234,2.5,Auto,32000,33400,7/7/2020
2010,Brand-39,Model-169,1.6,Auto,9300,13000,7/7/2020
2010,Brand-40,Model-263,1.8,Auto,17600,18200,7/7/2020
2010,Brand-40,Model-269,2,Auto,10000,15300,7/7/2020
2010,Brand-41,Model-298,1.6,Auto,8200,8300,7/7/2020
2010,Brand-47,Model-338,2,Auto,37000,37300,7/7/2020
2010,Brand-47,Model-341,1.8,Auto,23700,25800,7/7/2020
2010,Brand-47,Model-341,2,Auto,32000,32300,7/7/2020
2010,Brand-47,Model-357,1.5,Auto,17000,18300,7/7/2020
2010,Brand-47,Model-350,2.4,Auto,82000,82300,7/7/2020
2010,Brand-47,Model-340,1.5,Auto,21900,22300,7/7/2020
2011,Brand-18,Model-73,1.5,Auto,20000,25700,7/7/2020
2011,Brand-36,Model-234,2.5,Manual,16000,26800,7/7/2020
2011,Brand-39,Model-169,1.6,Auto,13000,17500,7/7/2020
2011,Brand-39,Model-169,2,Auto,13400,17500,7/7/2020
2011,Brand-41,Model-298,1.6,Auto,4300,8700,7/7/2020
2011,Brand-41,Model-298,1.6,Auto,8000,8300,7/7/2020
2011,Brand-46,Model-327,1,Auto,3000,8200,7/7/2020
2011,Brand-47,Model-337,1.5,Auto,23000,28200,7/7/2020
2011,Brand-47,Model-338,2.4,Auto,33000,42700,7/7/2020
2011,Brand-47,Model-339,2.4,Auto,73000,80600,7/7/2020
2011,Brand-47,Model-339,3.5,Auto,76000,76300,7/7/2020
2011,Brand-48,Model-393,1.8,Auto,23000,25200,7/7/2020
2011,Brand-48,Model-391,1.2,Auto,19300,20500,7/7/2020
2011,Brand-49,Model-406,2.5,Auto,48000,50200,7/7/2020
2012,Brand-12,Model-47,1.6,Auto,11300,14700,7/7/2020
2012,Brand-12,Model-47,1.6,Auto,13000,13200,7/7/2020
2012,Brand-18,Model-75,2,Auto,36000,37600,7/7/2020
2012,Brand-18,Model-73,1.5,Auto,26900,28000,7/7/2020
2012,Brand-18,Model-77,1.5,Auto,36100,38300,7/7/2020
2012,Brand-18,Model-76,1.3,Auto,13300,20400,7/7/2020
2012,Brand-19,Model-99,2,Auto,23300,28300,7/7/2020
2012,Brand-27,Model-159,2,Auto,32000,34300,7/7/2020
2012,Brand-30,Model-185,1.8,Auto,42300,45300,7/7/2020
2012,Brand-39,Model-169,1.6,Auto,16000,16300,7/7/2020
2012,Brand-40,Model-272,2.5,Manual,12300,23500,7/7/2020
2012,Brand-40,Model-263,1.6,Auto,23000,26400,7/7/2020
2012,Brand-40,Model-263,1.8,Auto,26000,30000,7/7/2020
2012,Brand-40,Model-278,1.6,Auto,17800,18600,7/7/2020
2012,Brand-47,Model-347,2,Auto,32000,35800,7/7/2020
2013,Brand-18,Model-72,1.5,Auto,24900,30800,7/7/2020
2013,Brand-18,Model-72,1.8,Auto,42800,44300,7/7/2020
2013,Brand-18,Model-72,2,Auto,47800,50300,7/7/2020
2013,Brand-18,Model-79,2,Auto,49800,52200,7/7/2020
2013,Brand-40,Model-263,1.8,Auto,30400,30500,7/7/2020
2013,Brand-40,Model-268,2,Auto,30000,33000,7/7/2020
2013,Brand-45,Model-317,2,Auto,33300,40300,7/7/2020
2013,Brand-47,Model-338,2.5,Auto,36100,56200,7/7/2020
2013,Brand-47,Model-339,2.4,Auto,93000,108200,7/7/2020
2013,Brand-47,Model-356,2.7,Auto,30000,62200,7/7/2020
2013,Brand-47,Model-343,1.5,Auto,16000,18700,7/7/2020
2013,Brand-47,Model-343,1.5,Auto,19000,18300,7/7/2020
2013,Brand-48,Model-393,1.8,Auto,43100,47600,7/7/2020
2014,Brand-12,Model-47,1,Auto,22300,26800,7/7/2020
2014,Brand-12,Model-49,1.6,Auto,33000,34000,7/7/2020
2014,Brand-18,Model-73,1.5,Auto,33000,41800,7/7/2020
2014,Brand-18,Model-73,1.5,Auto,42300,47000,7/7/2020
2014,Brand-27,Model-161,1.6,Auto,28000,28800,7/7/2020
2014,Brand-40,Model-267,1.5,Auto,22800,23300,7/7/2020
2014,Brand-40,Model-263,1.6,Auto,33000,36800,7/7/2020
2014,Brand-40,Model-263,1.6,Auto,37100,37600,7/7/2020
2014,Brand-40,Model-263,1.8,Auto,34300,38000,7/7/2020
2014,Brand-40,Model-263,1.8,Auto,33000,38300,7/7/2020
2014,Brand-47,Model-338,2,Auto,60000,64400,7/7/2020
2014,Brand-47,Model-339,2.4,Auto,109300,117300,7/7/2020
2014,Brand-47,Model-340,1.5,Auto,33000,37200,7/7/2020
2014,Brand-47,Model-340,1.5,Auto,39600,41600,7/7/2020
2014,Brand-48,Model-393,1.8,Auto,33400,35000,7/7/2020
2015,Brand-4,Model-5,2,Auto,19000,18300,7/7/2020
2015,Brand-12,Model-52,1.5,Auto,23000,31300,7/7/2020
2015,Brand-18,Model-75,2,Auto,62700,65300,7/7/2020
2015,Brand-18,Model-73,1.5,Auto,33000,38200,7/7/2020
2015,Brand-18,Model-73,1.5,Auto,33000,40000,7/7/2020
2015,Brand-18,Model-73,1.5,Auto,33000,43300,7/7/2020
2015,Brand-18,Model-73,1.5,Auto,39000,41800,7/7/2020
2015,Brand-18,Model-78,1.8,Auto,32300,52600,7/7/2020
2015,Brand-18,Model-78,1.8,Auto,33900,56300,7/7/2020
2015,Brand-18,Model-78,1.8,Auto,36700,58200,7/7/2020
2015,Brand-18,Model-78,1.8,Auto,38000,58300,7/7/2020
2015,Brand-18,Model-74,1.5,Auto,43900,46000,7/7/2020
2015,Brand-19,Model-102,1.6,Auto,32300,33000,7/7/2020
2015,Brand-19,Model-99,2,Auto,42000,50200,7/7/2020
2015,Brand-34,Model-204,2,Auto,30000,55200,7/7/2020
2015,Brand-36,Model-234,2.5,Manual,33700,35300,7/7/2020
2015,Brand-40,Model-267,1.5,Auto,30000,31600,7/7/2020
2015,Brand-40,Model-263,1.6,Auto,40000,40300,7/7/2020
2015,Brand-41,Model-302,1.6,Auto,20000,20800,7/7/2020
2015,Brand-47,Model-338,2,Auto,73900,88500,7/7/2020
