Dealer ID,Registration Date,Bidding Date,No. of Cars Bids,No. of Cars Won
104510,2018-01-30,29/10/2020,7,0
104510,2018-01-30,30/10/2020,6,0
104510,2018-01-30,31/10/2020,10,0
104510,2018-01-30,2/11/2020,8,0
104510,2018-01-30,3/11/2020,13,0
104510,2018-01-30,4/11/2020,17,0
104510,2018-01-30,5/11/2020,9,1
104510,2018-01-30,6/11/2020,18,0
104510,2018-01-30,7/11/2020,12,0
104510,2018-01-30,9/11/2020,13,0
104510,2018-01-30,13/11/2020,20,1
104510,2018-01-30,14/11/2020,10,0
104510,2018-01-30,15/11/2020,7,0
104510,2018-01-30,16/11/2020,10,0
104510,2018-01-30,17/11/2020,13,0
104510,2018-01-30,18/11/2020,14,0
104510,2018-01-30,19/11/2020,12,1
104510,2018-01-30,20/11/2020,10,0
104510,2018-01-30,21/11/2020,13,0
104510,2018-01-30,22/11/2020,15,1
104510,2018-01-30,23/11/2020,9,2
104510,2018-01-30,24/11/2020,17,0
104510,2018-01-30,25/11/2020,14,0
104510,2018-01-30,26/11/2020,12,1
104510,2018-01-30,27/11/2020,12,0
104510,2018-01-30,28/11/2020,3,0
104510,2018-01-30,29/11/2020,7,0
104510,2018-01-30,30/11/2020,8,0
129210,2018-09-06,2/6/2020,3,0
129210,2018-09-06,3/6/2020,5,1
129210,2018-09-06,4/6/2020,6,1
129210,2018-09-06,5/6/2020,4,0
129210,2018-09-06,7/6/2020,5,0
129210,2018-09-06,8/6/2020,1,0
129210,2018-09-06,9/6/2020,4,1
129210,2018-09-06,10/6/2020,2,0
129210,2018-09-06,11/6/2020,10,1
129210,2018-09-06,12/6/2020,8,0
129210,2018-09-06,13/6/2020,5,0
129210,2018-09-06,14/6/2020,5,1
129210,2018-09-06,15/6/2020,6,1
129210,2018-09-06,16/6/2020,12,0
129210,2018-09-06,17/6/2020,11,2
129210,2018-09-06,18/6/2020,9,2
129210,2018-09-06,19/6/2020,12,0
129210,2018-09-06,20/6/2020,7,1
129210,2018-09-06,22/6/2020,4,0
129210,2018-09-06,23/6/2020,12,2
129210,2018-09-06,24/6/2020,9,2
129210,2018-09-06,25/6/2020,10,1
129210,2018-09-06,26/6/2020,11,1
129210,2018-09-06,27/6/2020,8,0
129210,2018-09-06,28/6/2020,6,0
129210,2018-09-06,29/6/2020,6,3
129210,2018-09-06,30/6/2020,3,0
129210,2018-09-06,1/7/2020,2,0
129210,2018-09-06,2/7/2020,5,0
129210,2018-09-06,3/7/2020,14,1
129210,2018-09-06,4/7/2020,6,0
129210,2018-09-06,5/7/2020,2,0
129210,2018-09-06,6/7/2020,10,1
129210,2018-09-06,7/7/2020,11,1
129210,2018-09-06,8/7/2020,6,1
129210,2018-09-06,9/7/2020,15,2
129210,2018-09-06,10/7/2020,7,1
129210,2018-09-06,11/7/2020,9,0
129210,2018-09-06,12/7/2020,9,1
129210,2018-09-06,13/7/2020,7,0
129210,2018-09-06,14/7/2020,3,0
129210,2018-09-06,15/7/2020,5,1
129210,2018-09-06,16/7/2020,8,3
129210,2018-09-06,17/7/2020,5,0
129210,2018-09-06,18/7/2020,10,1
129210,2018-09-06,19/7/2020,6,0
129210,2018-09-06,20/7/2020,4,0
129210,2018-09-06,21/7/2020,5,0
129210,2018-09-06,22/7/2020,5,0
129210,2018-09-06,23/7/2020,4,0
129210,2018-09-06,24/7/2020,3,0
129210,2018-09-06,25/7/2020,4,0
129210,2018-09-06,26/7/2020,2,0
129210,2018-09-06,27/7/2020,6,1
129210,2018-09-06,28/7/2020,8,1
129210,2018-09-06,29/7/2020,12,3
129210,2018-09-06,30/7/2020,3,0
129210,2018-09-06,1/8/2020,2,0
129210,2018-09-06,2/8/2020,2,0
129210,2018-09-06,3/8/2020,5,0
129210,2018-09-06,4/8/2020,5,0
129210,2018-09-06,5/8/2020,3,1
129210,2018-09-06,6/8/2020,4,0
129210,2018-09-06,7/8/2020,4,0
129210,2018-09-06,8/8/2020,4,0
129210,2018-09-06,9/8/2020,6,0
129210,2018-09-06,10/8/2020,3,0
129210,2018-09-06,11/8/2020,9,2
129210,2018-09-06,12/8/2020,9,1
129210,2018-09-06,13/8/2020,6,0
129210,2018-09-06,14/8/2020,9,1
129210,2018-09-06,15/8/2020,4,1
129210,2018-09-06,16/8/2020,3,0
129210,2018-09-06,17/8/2020,8,1
129210,2018-09-06,18/8/2020,0,0
129210,2018-09-06,19/8/2020,7,0
129210,2018-09-06,20/8/2020,11,2
129210,2018-09-06,21/8/2020,8,1
129210,2018-09-06,22/8/2020,10,2
129210,2018-09-06,23/8/2020,7,1
129210,2018-09-06,24/8/2020,7,1
129210,2018-09-06,25/8/2020,5,0
129210,2018-09-06,26/8/2020,1,0
129210,2018-09-06,27/8/2020,5,0
129210,2018-09-06,28/8/2020,13,2
129210,2018-09-06,29/8/2020,8,0
129210,2018-09-06,30/8/2020,4,0
129210,2018-09-06,31/8/2020,0,0
129210,2018-09-06,1/9/2020,2,0
129210,2018-09-06,2/9/2020,3,0
129210,2018-09-06,3/9/2020,15,1
129210,2018-09-06,4/9/2020,3,1
129210,2018-09-06,5/9/2020,3,0
129210,2018-09-06,6/9/2020,2,0
129210,2018-09-06,7/9/2020,5,0
129210,2018-09-06,8/9/2020,3,1
129210,2018-09-06,9/9/2020,1,0
129210,2018-09-06,10/9/2020,5,1
129210,2018-09-06,11/9/2020,7,0
129210,2018-09-06,12/9/2020,4,1
129210,2018-09-06,13/9/2020,8,0
129210,2018-09-06,14/9/2020,8,1
129210,2018-09-06,15/9/2020,0,0
129210,2018-09-06,16/9/2020,7,0
129210,2018-09-06,17/9/2020,8,0
129210,2018-09-06,18/9/2020,8,0
129210,2018-09-06,19/9/2020,6,0
129210,2018-09-06,20/9/2020,5,0
129210,2018-09-06,21/9/2020,12,0
129210,2018-09-06,22/9/2020,9,1
129210,2018-09-06,23/9/2020,10,1
129210,2018-09-06,24/9/2020,6,1
129210,2018-09-06,25/9/2020,9,0
129210,2018-09-06,26/9/2020,7,1
129210,2018-09-06,27/9/2020,4,1
129210,2018-09-06,28/9/2020,15,3
129210,2018-09-06,29/9/2020,14,3
129210,2018-09-06,30/9/2020,3,1
129210,2018-09-06,1/10/2020,5,1
129210,2018-09-06,2/10/2020,8,2
129210,2018-09-06,3/10/2020,4,2
129210,2018-09-06,4/10/2020,3,0
129210,2018-09-06,5/10/2020,7,1
129210,2018-09-06,6/10/2020,7,0
129210,2018-09-06,7/10/2020,12,1
129210,2018-09-06,8/10/2020,6,1
129210,2018-09-06,9/10/2020,9,1
129210,2018-09-06,10/10/2020,7,1
129210,2018-09-06,11/10/2020,4,1
129210,2018-09-06,12/10/2020,3,0
129210,2018-09-06,13/10/2020,9,3
129210,2018-09-06,14/10/2020,4,0
129210,2018-09-06,15/10/2020,3,0
129210,2018-09-06,16/10/2020,3,0
129210,2018-09-06,17/10/2020,2,0
129210,2018-09-06,19/10/2020,2,0
129210,2018-09-06,20/10/2020,6,0
129210,2018-09-06,21/10/2020,3,0
129210,2018-09-06,22/10/2020,2,0
129210,2018-09-06,23/10/2020,6,2
129210,2018-09-06,24/10/2020,2,0
129210,2018-09-06,26/10/2020,10,0
129210,2018-09-06,27/10/2020,4,0
129210,2018-09-06,28/10/2020,8,0
129210,2018-09-06,29/10/2020,7,0
129210,2018-09-06,30/10/2020,6,1
129210,2018-09-06,31/10/2020,9,0
129210,2018-09-06,1/11/2020,4,0
129210,2018-09-06,2/11/2020,5,0
129210,2018-09-06,3/11/2020,14,1
129210,2018-09-06,4/11/2020,16,1
129210,2018-09-06,5/11/2020,9,2
129210,2018-09-06,6/11/2020,4,1
129210,2018-09-06,7/11/2020,2,0
129210,2018-09-06,8/11/2020,7,1
129210,2018-09-06,9/11/2020,6,0
129210,2018-09-06,10/11/2020,7,1
129210,2018-09-06,11/11/2020,12,2
129210,2018-09-06,12/11/2020,12,2
129210,2018-09-06,13/11/2020,1,0
129210,2018-09-06,14/11/2020,7,2
129210,2018-09-06,15/11/2020,3,2
129210,2018-09-06,16/11/2020,12,1
129210,2018-09-06,17/11/2020,7,2
129210,2018-09-06,18/11/2020,3,0
129210,2018-09-06,19/11/2020,3,0
129210,2018-09-06,20/11/2020,5,1
129210,2018-09-06,21/11/2020,4,0
129210,2018-09-06,22/11/2020,7,0
129210,2018-09-06,23/11/2020,7,1
129210,2018-09-06,24/11/2020,8,3
129210,2018-09-06,25/11/2020,7,0
129210,2018-09-06,26/11/2020,15,3
129210,2018-09-06,27/11/2020,9,0
129210,2018-09-06,28/11/2020,12,3
129210,2018-09-06,29/11/2020,9,1
129210,2018-09-06,30/11/2020,9,0
130910,2018-09-21,25/6/2020,1,0
130910,2018-09-21,29/6/2020,1,0
130910,2018-09-21,1/7/2020,4,0
130910,2018-09-21,2/7/2020,3,1
130910,2018-09-21,4/7/2020,2,0
130910,2018-09-21,5/7/2020,1,0
130910,2018-09-21,7/7/2020,0,0
130910,2018-09-21,9/7/2020,2,0
130910,2018-09-21,11/7/2020,2,0
130910,2018-09-21,12/7/2020,1,0
130910,2018-09-21,14/7/2020,2,0
130910,2018-09-21,15/7/2020,2,0
130910,2018-09-21,17/7/2020,2,0
130910,2018-09-21,20/7/2020,1,0
130910,2018-09-21,21/7/2020,1,0
130910,2018-09-21,22/7/2020,1,0
130910,2018-09-21,23/7/2020,1,0
130910,2018-09-21,24/7/2020,1,0
130910,2018-09-21,25/7/2020,1,0
130910,2018-09-21,26/7/2020,1,0
130910,2018-09-21,27/7/2020,3,0
130910,2018-09-21,28/7/2020,2,0
130910,2018-09-21,29/7/2020,1,0
130910,2018-09-21,30/7/2020,1,0
130910,2018-09-21,3/8/2020,1,0
130910,2018-09-21,4/8/2020,1,0
130910,2018-09-21,5/8/2020,2,0
130910,2018-09-21,7/8/2020,3,0
130910,2018-09-21,8/8/2020,5,0
130910,2018-09-21,9/8/2020,2,0
130910,2018-09-21,10/8/2020,5,0
130910,2018-09-21,11/8/2020,5,0
130910,2018-09-21,13/8/2020,2,0
130910,2018-09-21,14/8/2020,1,0
130910,2018-09-21,15/8/2020,1,0
130910,2018-09-21,16/8/2020,1,0
130910,2018-09-21,18/8/2020,4,1
130910,2018-09-21,19/8/2020,2,1
130910,2018-09-21,20/8/2020,1,0
130910,2018-09-21,21/8/2020,3,0
130910,2018-09-21,22/8/2020,1,0
130910,2018-09-21,23/8/2020,1,0
130910,2018-09-21,25/8/2020,1,0
130910,2018-09-21,26/8/2020,5,1
130910,2018-09-21,28/8/2020,3,0
130910,2018-09-21,29/8/2020,5,0
130910,2018-09-21,31/8/2020,2,0
130910,2018-09-21,1/9/2020,3,0
130910,2018-09-21,2/9/2020,3,0
130910,2018-09-21,3/9/2020,5,1
130910,2018-09-21,4/9/2020,3,0
130910,2018-09-21,5/9/2020,3,0
130910,2018-09-21,6/9/2020,2,0
130910,2018-09-21,7/9/2020,4,0
130910,2018-09-21,8/9/2020,3,1
130910,2018-09-21,9/9/2020,1,0
130910,2018-09-21,10/9/2020,2,0
130910,2018-09-21,11/9/2020,5,0
130910,2018-09-21,12/9/2020,4,0
130910,2018-09-21,13/9/2020,3,0
130910,2018-09-21,14/9/2020,5,1
130910,2018-09-21,15/9/2020,2,0
130910,2018-09-21,16/9/2020,4,1
130910,2018-09-21,17/9/2020,6,0
130910,2018-09-21,18/9/2020,8,0
130910,2018-09-21,19/9/2020,5,1
130910,2018-09-21,20/9/2020,4,1
130910,2018-09-21,21/9/2020,2,0
130910,2018-09-21,22/9/2020,9,0
130910,2018-09-21,23/9/2020,6,0
130910,2018-09-21,24/9/2020,2,0
130910,2018-09-21,25/9/2020,4,0
130910,2018-09-21,26/9/2020,5,0
130910,2018-09-21,27/9/2020,4,0
130910,2018-09-21,28/9/2020,4,0
130910,2018-09-21,29/9/2020,5,0
130910,2018-09-21,30/9/2020,3,0
130910,2018-09-21,1/10/2020,6,0
130910,2018-09-21,2/10/2020,4,0
130910,2018-09-21,3/10/2020,1,0
130910,2018-09-21,4/10/2020,3,0
130910,2018-09-21,5/10/2020,3,0
130910,2018-09-21,6/10/2020,4,0
130910,2018-09-21,8/10/2020,4,0
130910,2018-09-21,9/10/2020,6,1
130910,2018-09-21,10/10/2020,8,0
130910,2018-09-21,11/10/2020,3,0
130910,2018-09-21,12/10/2020,8,0
130910,2018-09-21,13/10/2020,4,0
130910,2018-09-21,14/10/2020,5,0
130910,2018-09-21,15/10/2020,5,0
130910,2018-09-21,16/10/2020,5,0
130910,2018-09-21,17/10/2020,5,0
130910,2018-09-21,18/10/2020,2,0
130910,2018-09-21,19/10/2020,5,0
130910,2018-09-21,20/10/2020,2,0
130910,2018-09-21,21/10/2020,6,0
130910,2018-09-21,22/10/2020,4,0
130910,2018-09-21,23/10/2020,13,0
130910,2018-09-21,24/10/2020,3,0
130910,2018-09-21,25/10/2020,3,0
130910,2018-09-21,27/10/2020,3,0
130910,2018-09-21,28/10/2020,5,0
130910,2018-09-21,29/10/2020,4,0
130910,2018-09-21,30/10/2020,7,0
130910,2018-09-21,31/10/2020,9,0
130910,2018-09-21,1/11/2020,3,0
130910,2018-09-21,2/11/2020,4,0
130910,2018-09-21,4/11/2020,6,0
130910,2018-09-21,5/11/2020,9,0
130910,2018-09-21,6/11/2020,1,0
130910,2018-09-21,7/11/2020,4,1
130910,2018-09-21,8/11/2020,7,0
130910,2018-09-21,9/11/2020,7,0
130910,2018-09-21,10/11/2020,9,1
130910,2018-09-21,11/11/2020,8,0
130910,2018-09-21,12/11/2020,3,0
130910,2018-09-21,13/11/2020,5,0
130910,2018-09-21,14/11/2020,7,1
130910,2018-09-21,15/11/2020,9,0
130910,2018-09-21,16/11/2020,4,0
130910,2018-09-21,17/11/2020,4,0
130910,2018-09-21,18/11/2020,3,0
130910,2018-09-21,19/11/2020,9,1
130910,2018-09-21,20/11/2020,8,1
130910,2018-09-21,21/11/2020,4,0
130910,2018-09-21,22/11/2020,2,0
130910,2018-09-21,23/11/2020,6,0
130910,2018-09-21,24/11/2020,2,1
130910,2018-09-21,25/11/2020,6,0
130910,2018-09-21,26/11/2020,4,1
130910,2018-09-21,27/11/2020,3,1
130910,2018-09-21,28/11/2020,7,1
130910,2018-09-21,29/11/2020,6,1
130910,2018-09-21,30/11/2020,8,0
135510,2018-11-08,1/6/2020,1,0
135510,2018-11-08,2/6/2020,2,0
135510,2018-11-08,3/6/2020,3,2
135510,2018-11-08,4/6/2020,7,0
135510,2018-11-08,5/6/2020,4,1
135510,2018-11-08,6/6/2020,3,1
135510,2018-11-08,7/6/2020,5,3
135510,2018-11-08,8/6/2020,8,2
135510,2018-11-08,9/6/2020,7,0
135510,2018-11-08,11/6/2020,2,0
135510,2018-11-08,12/6/2020,2,0
135510,2018-11-08,13/6/2020,6,2
135510,2018-11-08,14/6/2020,10,2
135510,2018-11-08,15/6/2020,5,0
135510,2018-11-08,16/6/2020,9,3
135510,2018-11-08,17/6/2020,5,0
135510,2018-11-08,18/6/2020,1,0
135510,2018-11-08,19/6/2020,2,0
135510,2018-11-08,20/6/2020,4,1
135510,2018-11-08,21/6/2020,10,0
135510,2018-11-08,23/6/2020,7,1
135510,2018-11-08,24/6/2020,2,1
135510,2018-11-08,25/6/2020,2,1
135510,2018-11-08,26/6/2020,2,0
135510,2018-11-08,27/6/2020,2,1
135510,2018-11-08,28/6/2020,2,1
135510,2018-11-08,30/6/2020,3,1
135510,2018-11-08,2/7/2020,1,0
135510,2018-11-08,3/7/2020,1,0
135510,2018-11-08,4/7/2020,2,0
135510,2018-11-08,5/7/2020,1,1
135510,2018-11-08,6/7/2020,1,1
135510,2018-11-08,7/7/2020,2,0
135510,2018-11-08,8/7/2020,1,0
135510,2018-11-08,9/7/2020,6,1
135510,2018-11-08,10/7/2020,2,1
135510,2018-11-08,11/7/2020,2,1
135510,2018-11-08,12/7/2020,5,0
135510,2018-11-08,13/7/2020,2,0
135510,2018-11-08,14/7/2020,2,1
135510,2018-11-08,15/7/2020,0,0
135510,2018-11-08,16/7/2020,1,0
135510,2018-11-08,17/7/2020,10,0
135510,2018-11-08,18/7/2020,5,0
135510,2018-11-08,19/7/2020,7,0
135510,2018-11-08,20/7/2020,9,0
135510,2018-11-08,21/7/2020,4,1
135510,2018-11-08,22/7/2020,6,3
135510,2018-11-08,23/7/2020,1,0
135510,2018-11-08,24/7/2020,7,1
135510,2018-11-08,26/7/2020,25,3
135510,2018-11-08,27/7/2020,4,0
135510,2018-11-08,28/7/2020,15,1
135510,2018-11-08,29/7/2020,10,3
135510,2018-11-08,30/7/2020,1,0
135510,2018-11-08,1/8/2020,2,0
135510,2018-11-08,2/8/2020,9,0
135510,2018-11-08,4/8/2020,3,0
135510,2018-11-08,5/8/2020,11,3
135510,2018-11-08,6/8/2020,13,2
135510,2018-11-08,7/8/2020,6,2
135510,2018-11-08,8/8/2020,7,1
135510,2018-11-08,9/8/2020,17,3
135510,2018-11-08,10/8/2020,6,1
135510,2018-11-08,11/8/2020,8,0
135510,2018-11-08,12/8/2020,10,1
135510,2018-11-08,13/8/2020,5,0
135510,2018-11-08,14/8/2020,15,3
135510,2018-11-08,15/8/2020,6,1
135510,2018-11-08,16/8/2020,11,0
135510,2018-11-08,17/8/2020,8,0
135510,2018-11-08,18/8/2020,8,0
135510,2018-11-08,19/8/2020,3,1
135510,2018-11-08,20/8/2020,12,2
135510,2018-11-08,21/8/2020,4,1
135510,2018-11-08,22/8/2020,8,1
135510,2018-11-08,23/8/2020,12,0
135510,2018-11-08,24/8/2020,21,4
135510,2018-11-08,25/8/2020,13,1
135510,2018-11-08,26/8/2020,5,0
135510,2018-11-08,27/8/2020,10,1
135510,2018-11-08,28/8/2020,10,0
135510,2018-11-08,29/8/2020,11,0
135510,2018-11-08,30/8/2020,26,2
135510,2018-11-08,31/8/2020,5,0
135510,2018-11-08,1/9/2020,8,0
135510,2018-11-08,2/9/2020,0,0
135510,2018-11-08,3/9/2020,10,0
135510,2018-11-08,4/9/2020,3,0
135510,2018-11-08,5/9/2020,14,2
135510,2018-11-08,6/9/2020,11,1
135510,2018-11-08,7/9/2020,8,2
135510,2018-11-08,8/9/2020,15,0
135510,2018-11-08,9/9/2020,10,1
135510,2018-11-08,10/9/2020,15,2
135510,2018-11-08,11/9/2020,9,1
135510,2018-11-08,12/9/2020,3,0
135510,2018-11-08,13/9/2020,6,2
135510,2018-11-08,14/9/2020,10,1
135510,2018-11-08,16/9/2020,11,0
135510,2018-11-08,17/9/2020,1,0
135510,2018-11-08,18/9/2020,5,1
135510,2018-11-08,19/9/2020,7,2
135510,2018-11-08,20/9/2020,5,1
135510,2018-11-08,21/9/2020,4,1
135510,2018-11-08,22/9/2020,9,1
135510,2018-11-08,23/9/2020,18,4
135510,2018-11-08,24/9/2020,4,2
135510,2018-11-08,25/9/2020,5,1
135510,2018-11-08,26/9/2020,2,0
135510,2018-11-08,27/9/2020,3,0
135510,2018-11-08,29/9/2020,3,0
135510,2018-11-08,30/9/2020,17,4
135510,2018-11-08,1/10/2020,7,0
135510,2018-11-08,2/10/2020,0,0
135510,2018-11-08,3/10/2020,1,0
135510,2018-11-08,4/10/2020,12,1
135510,2018-11-08,5/10/2020,4,0
135510,2018-11-08,6/10/2020,4,1
135510,2018-11-08,7/10/2020,6,1
135510,2018-11-08,8/10/2020,9,0
135510,2018-11-08,9/10/2020,2,0
135510,2018-11-08,10/10/2020,19,3
135510,2018-11-08,11/10/2020,10,1
135510,2018-11-08,12/10/2020,9,1
135510,2018-11-08,13/10/2020,11,1
135510,2018-11-08,14/10/2020,2,1
135510,2018-11-08,15/10/2020,8,0
135510,2018-11-08,16/10/2020,2,0
135510,2018-11-08,17/10/2020,17,1
135510,2018-11-08,18/10/2020,5,1
135510,2018-11-08,19/10/2020,7,1
135510,2018-11-08,20/10/2020,3,0
135510,2018-11-08,21/10/2020,5,0
135510,2018-11-08,22/10/2020,4,1
135510,2018-11-08,23/10/2020,17,3
135510,2018-11-08,24/10/2020,9,0
135510,2018-11-08,25/10/2020,10,2
135510,2018-11-08,26/10/2020,13,3
135510,2018-11-08,27/10/2020,19,2
135510,2018-11-08,28/10/2020,19,7
135510,2018-11-08,29/10/2020,29,5
135510,2018-11-08,30/10/2020,25,8
135510,2018-11-08,31/10/2020,13,0
135510,2018-11-08,1/11/2020,13,4
135510,2018-11-08,2/11/2020,5,0
135510,2018-11-08,3/11/2020,8,3
135510,2018-11-08,4/11/2020,5,0
135510,2018-11-08,5/11/2020,6,0
135510,2018-11-08,6/11/2020,4,0
135510,2018-11-08,7/11/2020,2,1
135510,2018-11-08,10/11/2020,7,2
135510,2018-11-08,11/11/2020,6,0
135510,2018-11-08,12/11/2020,8,0
135510,2018-11-08,13/11/2020,5,0
135510,2018-11-08,14/11/2020,8,0
135510,2018-11-08,15/11/2020,8,0
135510,2018-11-08,16/11/2020,9,0
135510,2018-11-08,17/11/2020,1,0
135510,2018-11-08,18/11/2020,4,0
135510,2018-11-08,19/11/2020,6,1
135510,2018-11-08,20/11/2020,3,2
135510,2018-11-08,21/11/2020,8,2
135510,2018-11-08,22/11/2020,17,5
135510,2018-11-08,23/11/2020,4,0
135510,2018-11-08,24/11/2020,12,2
135510,2018-11-08,25/11/2020,10,3
135510,2018-11-08,26/11/2020,12,2
135510,2018-11-08,27/11/2020,6,0
135510,2018-11-08,28/11/2020,1,0
135510,2018-11-08,29/11/2020,22,2
142910,2019-01-24,1/6/2020,4,0
142910,2019-01-24,2/6/2020,14,3
142910,2019-01-24,3/6/2020,8,2
142910,2019-01-24,4/6/2020,7,1
142910,2019-01-24,5/6/2020,7,2
142910,2019-01-24,6/6/2020,7,2
142910,2019-01-24,7/6/2020,1,1
142910,2019-01-24,8/6/2020,2,1
142910,2019-01-24,9/6/2020,2,0
142910,2019-01-24,10/6/2020,3,2
142910,2019-01-24,11/6/2020,4,2
142910,2019-01-24,12/6/2020,6,0
142910,2019-01-24,13/6/2020,2,0
142910,2019-01-24,14/6/2020,0,0
142910,2019-01-24,15/6/2020,6,0
142910,2019-01-24,16/6/2020,7,2
142910,2019-01-24,17/6/2020,7,1
142910,2019-01-24,18/6/2020,7,2
142910,2019-01-24,19/6/2020,2,1
142910,2019-01-24,20/6/2020,4,0
142910,2019-01-24,21/6/2020,5,2
142910,2019-01-24,22/6/2020,6,1
142910,2019-01-24,23/6/2020,12,2
142910,2019-01-24,24/6/2020,12,3
142910,2019-01-24,25/6/2020,16,2
142910,2019-01-24,26/6/2020,12,2
142910,2019-01-24,27/6/2020,19,9
142910,2019-01-24,28/6/2020,15,3
142910,2019-01-24,29/6/2020,8,3
142910,2019-01-24,30/6/2020,10,4
142910,2019-01-24,1/7/2020,18,1
142910,2019-01-24,2/7/2020,9,1
142910,2019-01-24,3/7/2020,11,2
142910,2019-01-24,4/7/2020,8,2
142910,2019-01-24,5/7/2020,9,3
142910,2019-01-24,6/7/2020,10,3
142910,2019-01-24,7/7/2020,8,2
142910,2019-01-24,8/7/2020,4,2
142910,2019-01-24,9/7/2020,2,0
142910,2019-01-24,10/7/2020,2,0
142910,2019-01-24,11/7/2020,1,0
142910,2019-01-24,12/7/2020,3,0
142910,2019-01-24,14/7/2020,0,0
142910,2019-01-24,15/7/2020,0,0
142910,2019-01-24,16/7/2020,9,2
142910,2019-01-24,18/7/2020,6,0
142910,2019-01-24,19/7/2020,12,2
142910,2019-01-24,20/7/2020,9,3
142910,2019-01-24,21/7/2020,9,0
142910,2019-01-24,22/7/2020,5,1
142910,2019-01-24,23/7/2020,3,0
142910,2019-01-24,24/7/2020,10,1
142910,2019-01-24,25/7/2020,11,0
142910,2019-01-24,26/7/2020,10,3
142910,2019-01-24,27/7/2020,7,0
142910,2019-01-24,28/7/2020,4,1
142910,2019-01-24,29/7/2020,8,2
142910,2019-01-24,30/7/2020,20,0
142910,2019-01-24,1/8/2020,14,3
142910,2019-01-24,2/8/2020,11,1
142910,2019-01-24,3/8/2020,11,2
142910,2019-01-24,4/8/2020,25,3
142910,2019-01-24,5/8/2020,16,4
142910,2019-01-24,6/8/2020,23,3
142910,2019-01-24,7/8/2020,24,7
142910,2019-01-24,8/8/2020,18,0
142910,2019-01-24,9/8/2020,15,8
142910,2019-01-24,10/8/2020,21,5
142910,2019-01-24,11/8/2020,15,3
142910,2019-01-24,12/8/2020,12,0
142910,2019-01-24,13/8/2020,1,0
142910,2019-01-24,14/8/2020,7,0
142910,2019-01-24,15/8/2020,3,0
142910,2019-01-24,16/8/2020,5,2
142910,2019-01-24,17/8/2020,1,0
142910,2019-01-24,19/8/2020,1,0
142910,2019-01-24,20/8/2020,4,0
142910,2019-01-24,21/8/2020,8,1
142910,2019-01-24,22/8/2020,2,1
142910,2019-01-24,23/8/2020,6,2
142910,2019-01-24,24/8/2020,12,2
142910,2019-01-24,25/8/2020,9,0
142910,2019-01-24,26/8/2020,21,4
142910,2019-01-24,27/8/2020,15,3
142910,2019-01-24,28/8/2020,23,0
142910,2019-01-24,29/8/2020,10,0
142910,2019-01-24,30/8/2020,16,2
142910,2019-01-24,31/8/2020,18,5
142910,2019-01-24,1/9/2020,17,2
142910,2019-01-24,2/9/2020,16,4
142910,2019-01-24,3/9/2020,24,3
142910,2019-01-24,4/9/2020,26,5
142910,2019-01-24,5/9/2020,21,3
142910,2019-01-24,6/9/2020,12,1
142910,2019-01-24,7/9/2020,30,1
142910,2019-01-24,8/9/2020,27,7
142910,2019-01-24,9/9/2020,23,4
142910,2019-01-24,10/9/2020,23,4
142910,2019-01-24,11/9/2020,15,0
142910,2019-01-24,12/9/2020,4,0
142910,2019-01-24,14/9/2020,9,3
142910,2019-01-24,15/9/2020,4,1
142910,2019-01-24,16/9/2020,27,6
142910,2019-01-24,17/9/2020,36,7
142910,2019-01-24,18/9/2020,14,0
142910,2019-01-24,19/9/2020,19,6
142910,2019-01-24,20/9/2020,5,0
142910,2019-01-24,21/9/2020,4,2
142910,2019-01-24,22/9/2020,11,0
142910,2019-01-24,23/9/2020,2,0
142910,2019-01-24,24/9/2020,7,1
142910,2019-01-24,25/9/2020,0,0
142910,2019-01-24,26/9/2020,2,0
142910,2019-01-24,28/9/2020,18,3
142910,2019-01-24,29/9/2020,9,3
142910,2019-01-24,30/9/2020,5,0
142910,2019-01-24,1/10/2020,12,0
142910,2019-01-24,2/10/2020,4,2
142910,2019-01-24,3/10/2020,12,2
142910,2019-01-24,4/10/2020,12,1
142910,2019-01-24,5/10/2020,26,4
142910,2019-01-24,6/10/2020,24,9
142910,2019-01-24,7/10/2020,26,7
142910,2019-01-24,8/10/2020,16,5
142910,2019-01-24,9/10/2020,22,4
142910,2019-01-24,10/10/2020,28,4
142910,2019-01-24,11/10/2020,6,3
142910,2019-01-24,12/10/2020,29,10
142910,2019-01-24,13/10/2020,12,2
142910,2019-01-24,14/10/2020,15,2
142910,2019-01-24,15/10/2020,8,4
142910,2019-01-24,16/10/2020,10,4
142910,2019-01-24,17/10/2020,2,0
142910,2019-01-24,19/10/2020,3,2
142910,2019-01-24,20/10/2020,0,0
142910,2019-01-24,21/10/2020,0,0
142910,2019-01-24,22/10/2020,4,1
142910,2019-01-24,23/10/2020,17,5
142910,2019-01-24,24/10/2020,15,5
142910,2019-01-24,25/10/2020,9,3
142910,2019-01-24,26/10/2020,19,4
142910,2019-01-24,27/10/2020,10,2
142910,2019-01-24,28/10/2020,15,2
142910,2019-01-24,29/10/2020,11,2
142910,2019-01-24,30/10/2020,10,2
142910,2019-01-24,31/10/2020,13,2
142910,2019-01-24,1/11/2020,5,2
142910,2019-01-24,2/11/2020,13,3
142910,2019-01-24,3/11/2020,20,2
142910,2019-01-24,4/11/2020,19,8
142910,2019-01-24,5/11/2020,20,1
142910,2019-01-24,6/11/2020,7,3
142910,2019-01-24,7/11/2020,9,1
